case_id,act_name,section_no_title,section_title,legal_text,case_type,case_facts,case_summary,petitioner,respondent,court_name,judge_name,filing_date,judgment_date,outcome,judgment_reason,citation,state,police_station_or_forum,advocate_name
INDLAW-2102,Code of Criminal Procedure (CrPC),Section 125 - Maintenance,Maintenance,Synthetic summary of Section 125 - Maintenance. This entry is generated for academic and project use only and does not reproduce official statutory text.,Consumer Complaint,Id est nostrum. Autem odio molestiae quam.,"This case concerns Section 125 - Maintenance under the Code of Criminal Procedure (CrPC), involving allegations reviewed by the court based on submitted facts and records.",Chandani Malhotra,Liam Sharma,High Court of Madras,Qadim Varghese,2024-02-10,2025-11-24,Dismissed,bail granted on conditions,336 AIR 2001 616,Telangana,Central Crime Branch,Anirudh Goyal
INDLAW-2103,"Information Technology Act, 2000",Section 66C - Identity theft,Identity theft,Synthetic summary of Section 66C - Identity theft. This entry is generated for academic and project use only and does not reproduce official statutory text.,Consumer Complaint,Libero quasi quam cupiditate temporibus illum eaque ea. Numquam corporis reprehenderit nulla nam accusamus. Aliquam eum porro soluta.,"This case concerns Section 66C - Identity theft under the Information Technology Act, 2000, involving allegations reviewed by the court based on submitted facts and records.",Lila Mishra,Yug Kunda,"Labour Court, Chennai",Libni Bhalla,2023-07-02,2025-09-04,Remanded,procedural violation,993 AIR 2005 992,Kerala,Central Crime Branch,Jairaj Hora
INDLAW-2104,"Consumer Protection Act, 2019",Section 82 - Punishment for false or misleading advertisement,Punishment for false or misleading advertisement,Synthetic summary of Section 82 - Punishment for false or misleading advertisement. This entry is generated for academic and project use only and does not reproduce official statutory text.,Bail Application,Vitae eligendi dicta natus. Non eum voluptas earum. Distinctio commodi nemo.,"This case concerns Section 82 - Punishment for false or misleading advertisement under the Consumer Protection Act, 2019, involving allegations reviewed by the court based on submitted facts and records.",Inaya Khanna,Faqid Ahuja,"District Court, Mumbai",Hemangini Sen,2023-06-21,2025-11-02,Settled,lack of evidence,659 AIR 2022 914,Delhi,Local Police Station,Inaya Ranganathan
INDLAW-2105,Labour Laws,Industrial Disputes Act - Reference of disputes,Reference of disputes,Synthetic summary of Industrial Disputes Act - Reference of disputes. This entry is generated for academic and project use only and does not reproduce official statutory text.,Criminal Appeal,Totam laborum nam quisquam. Occaecati facere cum voluptas impedit laboriosam a porro.,"This case concerns Industrial Disputes Act - Reference of disputes under the Labour Laws, involving allegations reviewed by the court based on submitted facts and records.",Hema Vaidya,Baljiwan Pillai,Supreme Court of India,Warda Salvi,2019-03-09,2026-03-10,Remanded,labour benefit granted,367 AIR 2006 343,Tamil Nadu,Cyber Cell,Rohan Ghosh
INDLAW-2106,"Information Technology Act, 2000",Section 67 - Publishing obscene material in electronic form,Publishing obscene material in electronic form,Synthetic summary of Section 67 - Publishing obscene material in electronic form. This entry is generated for academic and project use only and does not reproduce official statutory text.,Tax Dispute,Possimus fuga fugit pariatur eligendi porro in. Eveniet tempore neque.,"This case concerns Section 67 - Publishing obscene material in electronic form under the Information Technology Act, 2000, involving allegations reviewed by the court based on submitted facts and records.",Tanish Singhal,Aarush Subramanian,Supreme Court of India,Upasna Barad,2023-08-02,2025-06-07,Convicted,bail granted on conditions,174 AIR 2025 971,Tamil Nadu,Consumer Forum,Bhavani Kannan
INDLAW-2107,Code of Criminal Procedure (CrPC),Section 167 - Procedure when investigation cannot be completed in 24 hours,Procedure when investigation cannot be completed in 24 hours,Synthetic summary of Section 167 - Procedure when investigation cannot be completed in 24 hours. This entry is generated for academic and project use only and does not reproduce official statutory text.,Civil Suit,Corporis voluptatibus quisquam exercitationem consequuntur rem deleniti. Tenetur ea nihil non nemo.,"This case concerns Section 167 - Procedure when investigation cannot be completed in 24 hours under the Code of Criminal Procedure (CrPC), involving allegations reviewed by the court based on submitted facts and records.",Isaiah Pillay,Chandani Mitra,Cyber Crime Court,Abdul Sridhar,2022-06-28,2026-05-17,Partly Allowed,consumer deficiency proved,840 AIR 2001 107,Tamil Nadu,Labour Commissioner Office,Megha Radhakrishnan
INDLAW-2108,"Consumer Protection Act, 2019",Section 2(47) - Unfair trade practice,Unfair trade practice,Synthetic summary of Section 2(47) - Unfair trade practice. This entry is generated for academic and project use only and does not reproduce official statutory text.,Tax Dispute,Reiciendis nihil beatae optio molestias eius. Cum excepturi fugit.,"This case concerns Section 2(47) - Unfair trade practice under the Consumer Protection Act, 2019, involving allegations reviewed by the court based on submitted facts and records.",Andrew Pillai,Ranbir Natt,"Labour Court, Chennai",Eshana Ahluwalia,2023-11-17,2026-05-13,Pending,consumer deficiency proved,900 AIR 2007 22,Tamil Nadu,Central Crime Branch,Zansi Varughese
INDLAW-2109,"Information Technology Act, 2000",Section 67 - Publishing obscene material in electronic form,Publishing obscene material in electronic form,Synthetic summary of Section 67 - Publishing obscene material in electronic form. This entry is generated for academic and project use only and does not reproduce official statutory text.,Labour Dispute,Iure illum non in distinctio eum sunt.,"This case concerns Section 67 - Publishing obscene material in electronic form under the Information Technology Act, 2000, involving allegations reviewed by the court based on submitted facts and records.",Turvi Sathe,Urishilla Wali,Supreme Court of India,Zaid Tella,2023-02-12,2025-10-14,Pending,lack of evidence,496 AIR 2024 387,Maharashtra,Labour Commissioner Office,Neelima Taneja
INDLAW-2110,GST Act,Section 74 - Tax not paid or short paid by reason of fraud,Tax not paid or short paid by reason of fraud,Synthetic summary of Section 74 - Tax not paid or short paid by reason of fraud. This entry is generated for academic and project use only and does not reproduce official statutory text.,Writ Petition,Quasi velit veritatis tempora dignissimos reprehenderit sunt.,"This case concerns Section 74 - Tax not paid or short paid by reason of fraud under the GST Act, involving allegations reviewed by the court based on submitted facts and records.",Kritika Dayal,Pranav Varughese,High Court of Madras,David Rajan,2022-09-12,2025-07-21,Pending,procedural violation,730 AIR 2011 361,Karnataka,Consumer Forum,Tanish Dewan
INDLAW-2111,GST Act,Section 16 - Eligibility for input tax credit,Eligibility for input tax credit,Synthetic summary of Section 16 - Eligibility for input tax credit. This entry is generated for academic and project use only and does not reproduce official statutory text.,Bail Application,Repudiandae iusto necessitatibus. Fugiat magnam adipisci ratione.,"This case concerns Section 16 - Eligibility for input tax credit under the GST Act, involving allegations reviewed by the court based on submitted facts and records.",Ekanta Chand,Madhavi Bora,"District Court, Chennai",Ijaya Choudhary,2021-01-01,2025-07-03,Dismissed,lack of evidence,332 AIR 2013 766,Tamil Nadu,Central Crime Branch,Avni Srinivasan
INDLAW-2112,"Information Technology Act, 2000",Section 43 - Penalty for damage to computer systems,Penalty for damage to computer systems,Synthetic summary of Section 43 - Penalty for damage to computer systems. This entry is generated for academic and project use only and does not reproduce official statutory text.,Civil Suit,Cumque maxime numquam ut quod. Repellat magni quisquam iure quo asperiores. Temporibus porro dicta neque.,"This case concerns Section 43 - Penalty for damage to computer systems under the Information Technology Act, 2000, involving allegations reviewed by the court based on submitted facts and records.",Ekansh Mahajan,Sudiksha Kapadia,Supreme Court of India,Deepa Walia,2020-03-02,2025-09-30,Partly Allowed,bail granted on conditions,284 AIR 2009 45,Telangana,Consumer Forum,Janya Dua
INDLAW-2113,"Information Technology Act, 2000",Section 66C - Identity theft,Identity theft,Synthetic summary of Section 66C - Identity theft. This entry is generated for academic and project use only and does not reproduce official statutory text.,Writ Petition,Occaecati sit animi aspernatur eius rerum magnam. Ea a esse voluptates corrupti.,"This case concerns Section 66C - Identity theft under the Information Technology Act, 2000, involving allegations reviewed by the court based on submitted facts and records.",Vedika Chacko,Ucchal Parikh,"Labour Court, Chennai",Yauvani Trivedi,2022-04-17,2025-08-12,Pending,procedural violation,772 AIR 2002 79,Kerala,Local Police Station,Chasmum Goel
INDLAW-2114,"Information Technology Act, 2000",Section 66D - Cheating by personation using computer resources,Cheating by personation using computer resources,Synthetic summary of Section 66D - Cheating by personation using computer resources. This entry is generated for academic and project use only and does not reproduce official statutory text.,Tax Dispute,Ea repellendus ipsam saepe. Consequatur ab repellendus suscipit vitae quas exercitationem. Laudantium non quas commodi.,"This case concerns Section 66D - Cheating by personation using computer resources under the Information Technology Act, 2000, involving allegations reviewed by the court based on submitted facts and records.",Bhavini Bhat,Ladli Mangal,"District Court, Chennai",George Bhagat,2020-01-28,2025-10-20,Pending,consumer deficiency proved,475 AIR 2024 565,Kerala,GST Intelligence Unit,Chandani Bajaj
INDLAW-2115,"Information Technology Act, 2000",Section 67 - Publishing obscene material in electronic form,Publishing obscene material in electronic form,Synthetic summary of Section 67 - Publishing obscene material in electronic form. This entry is generated for academic and project use only and does not reproduce official statutory text.,Consumer Complaint,Ea aspernatur ad ad cupiditate. Dolores error molestiae architecto animi debitis. Ipsum corrupti deserunt voluptatum.,"This case concerns Section 67 - Publishing obscene material in electronic form under the Information Technology Act, 2000, involving allegations reviewed by the court based on submitted facts and records.",Amol Mall,Arunima Master,Consumer Disputes Redressal Commission,Dipta Virk,2023-08-16,2025-07-06,Dismissed,lack of evidence,454 AIR 2013 723,Gujarat,Consumer Forum,Vansha Raj
INDLAW-2116,Code of Criminal Procedure (CrPC),Section 125 - Maintenance,Maintenance,Synthetic summary of Section 125 - Maintenance. This entry is generated for academic and project use only and does not reproduce official statutory text.,Writ Petition,Nesciunt voluptas eaque aspernatur adipisci tempore. Laudantium itaque quos incidunt impedit repudiandae explicabo.,"This case concerns Section 125 - Maintenance under the Code of Criminal Procedure (CrPC), involving allegations reviewed by the court based on submitted facts and records.",Vanya Chhabra,Yuvraj Ghose,"District Court, Chennai",Imaran Shetty,2022-10-29,2026-03-26,Acquitted,electronic evidence accepted,225 AIR 2011 743,Maharashtra,Central Crime Branch,Vinaya Srivastava
INDLAW-2117,"Information Technology Act, 2000",Section 66D - Cheating by personation using computer resources,Cheating by personation using computer resources,Synthetic summary of Section 66D - Cheating by personation using computer resources. This entry is generated for academic and project use only and does not reproduce official statutory text.,Cyber Crime Case,Iste ab itaque voluptatem quo.,"This case concerns Section 66D - Cheating by personation using computer resources under the Information Technology Act, 2000, involving allegations reviewed by the court based on submitted facts and records.",Chandani Mishra,Yashoda Natt,High Court of Madras,Radhika Karnik,2022-11-28,2026-05-17,Allowed,bail granted on conditions,956 AIR 2001 277,Kerala,Local Police Station,Neha Amble
INDLAW-2118,GST Act,Section 50 - Interest on delayed payment,Interest on delayed payment,Synthetic summary of Section 50 - Interest on delayed payment. This entry is generated for academic and project use only and does not reproduce official statutory text.,Civil Suit,Quae id sit temporibus corrupti inventore. Deserunt nobis commodi.,"This case concerns Section 50 - Interest on delayed payment under the GST Act, involving allegations reviewed by the court based on submitted facts and records.",David Anand,Chaaya Hari,Supreme Court of India,Caleb Sundaram,2024-10-27,2025-05-29,Acquitted,labour benefit granted,607 AIR 2000 884,West Bengal,Labour Commissioner Office,Harsh Khurana
INDLAW-2119,Labour Laws,Minimum Wages Act - Fixing minimum rates of wages,Fixing minimum rates of wages,Synthetic summary of Minimum Wages Act - Fixing minimum rates of wages. This entry is generated for academic and project use only and does not reproduce official statutory text.,Bail Application,Quia repudiandae quidem quisquam expedita sapiente. Quaerat porro fugiat numquam odio placeat.,"This case concerns Minimum Wages Act - Fixing minimum rates of wages under the Labour Laws, involving allegations reviewed by the court based on submitted facts and records.",Ishwar Dara,Ayaan Mital,"District Court, Chennai",Libni Bal,2023-10-24,2026-03-17,Settled,constitutional remedy granted,775 AIR 2013 546,Tamil Nadu,GST Intelligence Unit,Bahadurjit Kannan
INDLAW-2120,Constitution of India,Article 14 - Equality before law,Equality before law,Synthetic summary of Article 14 - Equality before law. This entry is generated for academic and project use only and does not reproduce official statutory text.,Tax Dispute,Hic deserunt cupiditate expedita non numquam quam. Nam adipisci occaecati quia dolore inventore.,"This case concerns Article 14 - Equality before law under the Constitution of India, involving allegations reviewed by the court based on submitted facts and records.",Chandresh Badal,Udant Srivastava,Supreme Court of India,Hemal Dayal,2019-03-09,2025-10-11,Remanded,consumer deficiency proved,929 AIR 2024 606,Karnataka,Central Crime Branch,Matthew De
INDLAW-2121,"Indian Evidence Act, 1872",Section 65B - Electronic records,Electronic records,Synthetic summary of Section 65B - Electronic records. This entry is generated for academic and project use only and does not reproduce official statutory text.,Labour Dispute,Mollitia asperiores nulla harum laborum aperiam quasi eligendi. Qui inventore explicabo doloribus. Repellat voluptate nisi in.,"This case concerns Section 65B - Electronic records under the Indian Evidence Act, 1872, involving allegations reviewed by the court based on submitted facts and records.",Warda Maharaj,Jacob Dash,"Labour Court, Chennai",Vritti Ramesh,2025-01-29,2025-12-16,Allowed,procedural violation,666 AIR 2012 976,Kerala,Local Police Station,Sathvik Comar
INDLAW-2122,Labour Laws,Factories Act - Health and safety provisions,Health and safety provisions,Synthetic summary of Factories Act - Health and safety provisions. This entry is generated for academic and project use only and does not reproduce official statutory text.,Consumer Complaint,Reprehenderit saepe suscipit incidunt praesentium iusto. Officia laboriosam excepturi accusamus repudiandae quisquam.,"This case concerns Factories Act - Health and safety provisions under the Labour Laws, involving allegations reviewed by the court based on submitted facts and records.",Bina Sabharwal,Ikshita Muni,High Court of Delhi,Wakeeta Natarajan,2019-04-06,2026-03-23,Settled,bail granted on conditions,863 AIR 2007 136,Tamil Nadu,Consumer Forum,Mason Oommen
INDLAW-2123,Constitution of India,Article 14 - Equality before law,Equality before law,Synthetic summary of Article 14 - Equality before law. This entry is generated for academic and project use only and does not reproduce official statutory text.,Bail Application,Quod sed itaque atque adipisci.,"This case concerns Article 14 - Equality before law under the Constitution of India, involving allegations reviewed by the court based on submitted facts and records.",Riya Din,Charita Dhar,"District Court, Mumbai",Lakshmi Magar,2022-10-26,2025-08-15,Remanded,labour benefit granted,139 AIR 2019 281,Telangana,Consumer Forum,Ati Palla
INDLAW-2124,Constitution of India,Article 226 - Power of High Courts to issue writs,Power of High Courts to issue writs,Synthetic summary of Article 226 - Power of High Courts to issue writs. This entry is generated for academic and project use only and does not reproduce official statutory text.,Criminal Appeal,Ex eligendi placeat cum optio officia mollitia.,"This case concerns Article 226 - Power of High Courts to issue writs under the Constitution of India, involving allegations reviewed by the court based on submitted facts and records.",Bhavna Subramaniam,Chaaya Chana,High Court of Madras,Jairaj Choudhary,2024-05-05,2025-09-21,Acquitted,tax demand confirmed,956 AIR 2008 868,Maharashtra,Labour Commissioner Office,Ekaja Rajan
INDLAW-2125,Labour Laws,Minimum Wages Act - Fixing minimum rates of wages,Fixing minimum rates of wages,Synthetic summary of Minimum Wages Act - Fixing minimum rates of wages. This entry is generated for academic and project use only and does not reproduce official statutory text.,Cyber Crime Case,Asperiores ipsam perferendis.,"This case concerns Minimum Wages Act - Fixing minimum rates of wages under the Labour Laws, involving allegations reviewed by the court based on submitted facts and records.",Neel Bose,Gaurika Nigam,Supreme Court of India,Kavya Loyal,2018-08-16,2025-12-14,Pending,lack of evidence,467 AIR 2015 654,Karnataka,Labour Commissioner Office,Falak Tella
INDLAW-2126,Indian Penal Code (IPC),Section 354 - Assault or Criminal Force to Woman,Assault or Criminal Force to Woman,Synthetic summary of Section 354 - Assault or Criminal Force to Woman. This entry is generated for academic and project use only and does not reproduce official statutory text.,Civil Suit,Aut dignissimos voluptatem culpa possimus voluptatum. Quod ipsum a maxime saepe. Beatae qui maxime perferendis.,"This case concerns Section 354 - Assault or Criminal Force to Woman under the Indian Penal Code (IPC), involving allegations reviewed by the court based on submitted facts and records.",Matthew Atwal,Naveen Barman,"District Court, Mumbai",Hemangini Kala,2024-11-09,2025-12-02,Remanded,procedural violation,551 AIR 2005 265,Kerala,Consumer Forum,Daniel Pai
INDLAW-2127,Labour Laws,Payment of Wages Act - Responsibility for payment of wages,Responsibility for payment of wages,Synthetic summary of Payment of Wages Act - Responsibility for payment of wages. This entry is generated for academic and project use only and does not reproduce official statutory text.,Bail Application,Modi fugit odio quas magni neque impedit. Ipsum dignissimos repellat consequuntur at.,"This case concerns Payment of Wages Act - Responsibility for payment of wages under the Labour Laws, involving allegations reviewed by the court based on submitted facts and records.",Ekbal Raj,Balveer Shere,High Court of Delhi,Yash Nazareth,2020-02-19,2025-12-07,Partly Allowed,lack of evidence,338 AIR 2003 671,Tamil Nadu,Cyber Cell,Charita Seshadri
INDLAW-2128,"Consumer Protection Act, 2019",Section 38 - Procedure on admission of complaint,Procedure on admission of complaint,Synthetic summary of Section 38 - Procedure on admission of complaint. This entry is generated for academic and project use only and does not reproduce official statutory text.,Tax Dispute,Error sequi incidunt. Quisquam illum laboriosam amet iste totam dolores. Asperiores eaque nihil. Eaque aspernatur nostrum iste voluptates ea illum.,"This case concerns Section 38 - Procedure on admission of complaint under the Consumer Protection Act, 2019, involving allegations reviewed by the court based on submitted facts and records.",Hardik Lad,Samar Johal,Supreme Court of India,Guneet Yogi,2019-07-25,2026-04-23,Convicted,lack of evidence,831 AIR 2008 999,Kerala,Central Crime Branch,Umang Tara
INDLAW-2129,"Indian Evidence Act, 1872",Section 65B - Electronic records,Electronic records,Synthetic summary of Section 65B - Electronic records. This entry is generated for academic and project use only and does not reproduce official statutory text.,Criminal Appeal,Atque quasi ut reprehenderit voluptatem occaecati. Similique dolores nobis incidunt ipsam perferendis est. Omnis facere deleniti blanditiis suscipit. Eligendi laudantium nemo neque.,"This case concerns Section 65B - Electronic records under the Indian Evidence Act, 1872, involving allegations reviewed by the court based on submitted facts and records.",Chatresh Gupta,Anthony Dhillon,"District Court, Chennai",Veer Babu,2024-07-07,2025-06-09,Remanded,procedural violation,179 AIR 2016 455,Delhi,Local Police Station,Eshana Chatterjee
INDLAW-2130,Code of Criminal Procedure (CrPC),Section 125 - Maintenance,Maintenance,Synthetic summary of Section 125 - Maintenance. This entry is generated for academic and project use only and does not reproduce official statutory text.,Bail Application,Soluta dolorem illum reprehenderit dignissimos necessitatibus. Perspiciatis earum alias corrupti beatae illo assumenda. Quaerat ratione iure aut.,"This case concerns Section 125 - Maintenance under the Code of Criminal Procedure (CrPC), involving allegations reviewed by the court based on submitted facts and records.",Ekaja Raghavan,Girik Rao,Consumer Disputes Redressal Commission,Wridesh Roy,2019-01-22,2025-12-17,Remanded,labour benefit granted,173 AIR 2020 437,Kerala,Cyber Cell,Darpan Tank
INDLAW-2131,Indian Penal Code (IPC),Section 420 - Cheating,Cheating,Synthetic summary of Section 420 - Cheating. This entry is generated for academic and project use only and does not reproduce official statutory text.,Tax Dispute,Similique occaecati vitae exercitationem nam aliquid quia.,"This case concerns Section 420 - Cheating under the Indian Penal Code (IPC), involving allegations reviewed by the court based on submitted facts and records.",Shravya Handa,Keya Sawhney,Consumer Disputes Redressal Commission,Saksham Dar,2024-11-28,2026-02-10,Settled,tax demand confirmed,581 AIR 2009 637,Tamil Nadu,Cyber Cell,Azad Chandran
INDLAW-2132,"Indian Evidence Act, 1872",Section 24 - Confession caused by inducement,Confession caused by inducement,Synthetic summary of Section 24 - Confession caused by inducement. This entry is generated for academic and project use only and does not reproduce official statutory text.,Consumer Complaint,Repellendus reiciendis ipsam rem a esse officia veritatis. Magnam temporibus voluptatem totam rerum. Ab sint harum facilis.,"This case concerns Section 24 - Confession caused by inducement under the Indian Evidence Act, 1872, involving allegations reviewed by the court based on submitted facts and records.",Abhiram Raju,Inaya Warrior,High Court of Delhi,Caleb Dave,2021-03-17,2026-03-06,Allowed,procedural violation,723 AIR 2006 828,Telangana,Local Police Station,Rajeshri Nadkarni
INDLAW-2133,"Consumer Protection Act, 2019",Section 82 - Punishment for false or misleading advertisement,Punishment for false or misleading advertisement,Synthetic summary of Section 82 - Punishment for false or misleading advertisement. This entry is generated for academic and project use only and does not reproduce official statutory text.,Tax Dispute,Temporibus quia mollitia iure enim officiis sit distinctio.,"This case concerns Section 82 - Punishment for false or misleading advertisement under the Consumer Protection Act, 2019, involving allegations reviewed by the court based on submitted facts and records.",Jagat Agarwal,Xiti Pau,"District Court, Chennai",Watika Palla,2021-06-21,2025-07-11,Settled,lack of evidence,772 AIR 2023 154,West Bengal,GST Intelligence Unit,Bhavna Subramanian
INDLAW-2134,Code of Criminal Procedure (CrPC),Section 41 - Arrest without warrant,Arrest without warrant,Synthetic summary of Section 41 - Arrest without warrant. This entry is generated for academic and project use only and does not reproduce official statutory text.,Bail Application,Quo id at beatae officiis accusantium. Quibusdam magni nam. Magnam tempora aspernatur sit animi. Ullam facere dicta at dolorum numquam.,"This case concerns Section 41 - Arrest without warrant under the Code of Criminal Procedure (CrPC), involving allegations reviewed by the court based on submitted facts and records.",Atharv Narang,Vaishnavi Karan,"Labour Court, Chennai",Harshil Sachar,2024-08-28,2025-12-27,Dismissed,lack of evidence,721 AIR 2015 676,Gujarat,Consumer Forum,Yasti Soman
INDLAW-2135,Constitution of India,Article 19 - Freedom of speech and expression,Freedom of speech and expression,Synthetic summary of Article 19 - Freedom of speech and expression. This entry is generated for academic and project use only and does not reproduce official statutory text.,Consumer Complaint,Praesentium vel commodi quasi sequi temporibus.,"This case concerns Article 19 - Freedom of speech and expression under the Constitution of India, involving allegations reviewed by the court based on submitted facts and records.",Balhaar Kant,Gunbir Vala,"District Court, Chennai",Jonathan Ben,2019-11-13,2026-05-06,Remanded,electronic evidence accepted,918 AIR 2024 371,Karnataka,Labour Commissioner Office,Harrison Solanki
INDLAW-2136,"Indian Evidence Act, 1872",Section 24 - Confession caused by inducement,Confession caused by inducement,Synthetic summary of Section 24 - Confession caused by inducement. This entry is generated for academic and project use only and does not reproduce official statutory text.,Bail Application,Ipsam itaque fuga tempore necessitatibus. Natus distinctio dicta sint eos soluta. Sed exercitationem debitis animi aliquid.,"This case concerns Section 24 - Confession caused by inducement under the Indian Evidence Act, 1872, involving allegations reviewed by the court based on submitted facts and records.",Eiravati Swamy,Chameli Banerjee,Cyber Crime Court,Onkar Nair,2022-10-08,2026-02-13,Settled,tax demand confirmed,181 AIR 2011 574,Delhi,Consumer Forum,Yashodhara Kothari
INDLAW-2137,Labour Laws,Employees' Provident Funds Act - Contribution provisions,Contribution provisions,Synthetic summary of Employees' Provident Funds Act - Contribution provisions. This entry is generated for academic and project use only and does not reproduce official statutory text.,Bail Application,Quos esse impedit quis labore adipisci amet expedita. Iste reiciendis earum iste perspiciatis. Animi vitae eveniet nemo.,"This case concerns Employees' Provident Funds Act - Contribution provisions under the Labour Laws, involving allegations reviewed by the court based on submitted facts and records.",Ekaja Sunder,Neha Rajagopalan,Cyber Crime Court,Dipta Kunda,2020-12-09,2025-11-13,Settled,electronic evidence accepted,683 AIR 2026 847,Maharashtra,Local Police Station,Vanya Sethi
INDLAW-2138,"Information Technology Act, 2000",Section 66D - Cheating by personation using computer resources,Cheating by personation using computer resources,Synthetic summary of Section 66D - Cheating by personation using computer resources. This entry is generated for academic and project use only and does not reproduce official statutory text.,Writ Petition,Porro molestiae illum corrupti explicabo sint vitae. Dicta minima corporis consectetur enim corporis.,"This case concerns Section 66D - Cheating by personation using computer resources under the Information Technology Act, 2000, involving allegations reviewed by the court based on submitted facts and records.",Jagdish Prashad,Aryan Dayal,"District Court, Mumbai",Yashvi Bala,2021-01-25,2025-05-29,Acquitted,tax demand confirmed,421 AIR 2003 84,West Bengal,Labour Commissioner Office,Gaurav Bir
INDLAW-2139,"Consumer Protection Act, 2019",Section 2(47) - Unfair trade practice,Unfair trade practice,Synthetic summary of Section 2(47) - Unfair trade practice. This entry is generated for academic and project use only and does not reproduce official statutory text.,Cyber Crime Case,Similique ipsa eaque eveniet doloribus. Natus nisi quo.,"This case concerns Section 2(47) - Unfair trade practice under the Consumer Protection Act, 2019, involving allegations reviewed by the court based on submitted facts and records.",Janani Chawla,Meghana Tailor,"District Court, Chennai",Lekha Kala,2018-09-24,2026-02-12,Partly Allowed,bail granted on conditions,115 AIR 2005 124,West Bengal,Consumer Forum,Hitesh Oommen
INDLAW-2140,"Consumer Protection Act, 2019",Section 38 - Procedure on admission of complaint,Procedure on admission of complaint,Synthetic summary of Section 38 - Procedure on admission of complaint. This entry is generated for academic and project use only and does not reproduce official statutory text.,Civil Suit,Atque dicta veniam explicabo sint consequuntur.,"This case concerns Section 38 - Procedure on admission of complaint under the Consumer Protection Act, 2019, involving allegations reviewed by the court based on submitted facts and records.",Neelima Gill,Balveer Nanda,High Court of Delhi,Forum Aurora,2023-01-08,2025-07-31,Allowed,labour benefit granted,124 AIR 2022 171,Delhi,Cyber Cell,Triya Wable
INDLAW-2141,"Consumer Protection Act, 2019",Section 82 - Punishment for false or misleading advertisement,Punishment for false or misleading advertisement,Synthetic summary of Section 82 - Punishment for false or misleading advertisement. This entry is generated for academic and project use only and does not reproduce official statutory text.,Labour Dispute,Totam aperiam neque eos reprehenderit adipisci cupiditate. Rem nemo voluptas. Illo laudantium sed dolore a ullam natus.,"This case concerns Section 82 - Punishment for false or misleading advertisement under the Consumer Protection Act, 2019, involving allegations reviewed by the court based on submitted facts and records.",Aarav Golla,Meera Subramaniam,"Labour Court, Chennai",Krishna Korpal,2020-01-31,2025-12-10,Remanded,constitutional remedy granted,511 AIR 2022 571,Karnataka,GST Intelligence Unit,Saksham Chatterjee
INDLAW-2142,Constitution of India,Article 14 - Equality before law,Equality before law,Synthetic summary of Article 14 - Equality before law. This entry is generated for academic and project use only and does not reproduce official statutory text.,Tax Dispute,Architecto tenetur exercitationem. Veritatis inventore voluptas eligendi. Ex esse cumque.,"This case concerns Article 14 - Equality before law under the Constitution of India, involving allegations reviewed by the court based on submitted facts and records.",Gaurang Swamy,Raagini Munshi,Consumer Disputes Redressal Commission,Advika Ray,2020-11-14,2025-11-11,Dismissed,lack of evidence,175 AIR 2023 943,Telangana,Labour Commissioner Office,Chandani Mutti
INDLAW-2143,GST Act,Section 54 - Refund of tax,Refund of tax,Synthetic summary of Section 54 - Refund of tax. This entry is generated for academic and project use only and does not reproduce official statutory text.,Labour Dispute,Ea adipisci possimus dolores itaque ut perspiciatis. Suscipit repellendus incidunt libero amet officiis similique. Maiores ipsum non quisquam.,"This case concerns Section 54 - Refund of tax under the GST Act, involving allegations reviewed by the court based on submitted facts and records.",Rajata Datta,Advik Shanker,"District Court, Mumbai",Anya Shere,2023-06-02,2025-12-24,Pending,constitutional remedy granted,851 AIR 2005 742,Delhi,Cyber Cell,Idika Ravi
INDLAW-2144,Indian Penal Code (IPC),Section 354 - Assault or Criminal Force to Woman,Assault or Criminal Force to Woman,Synthetic summary of Section 354 - Assault or Criminal Force to Woman. This entry is generated for academic and project use only and does not reproduce official statutory text.,Tax Dispute,Omnis repudiandae inventore iste incidunt magnam occaecati maiores. Praesentium tempore aspernatur sed.,"This case concerns Section 354 - Assault or Criminal Force to Woman under the Indian Penal Code (IPC), involving allegations reviewed by the court based on submitted facts and records.",Nicholas Khare,Faqid Narayanan,Cyber Crime Court,Aarna Kala,2022-12-21,2025-07-22,Settled,tax demand confirmed,549 AIR 2005 521,Kerala,Central Crime Branch,Onveer Nayar
INDLAW-2145,"Information Technology Act, 2000",Section 66C - Identity theft,Identity theft,Synthetic summary of Section 66C - Identity theft. This entry is generated for academic and project use only and does not reproduce official statutory text.,Cyber Crime Case,Quaerat occaecati magnam temporibus fuga iste exercitationem. Necessitatibus exercitationem dignissimos neque temporibus saepe quisquam laudantium. Veritatis dignissimos reiciendis veritatis amet voluptatibus.,"This case concerns Section 66C - Identity theft under the Information Technology Act, 2000, involving allegations reviewed by the court based on submitted facts and records.",Nicholas Nanda,Shivani Guha,Consumer Disputes Redressal Commission,Pushti Sama,2019-07-16,2025-06-18,Allowed,labour benefit granted,392 AIR 2010 394,Telangana,Cyber Cell,Frederick Kala
